year; month; day; hour; minute; second; latDirection; lonDirection; latitude; longitude; latDegree; lonDegree; depth; high; starID; sog; cog
2024; 10; 13; 8; 56; 13; E; N; 5001.955100; 1959.687900; 50.032581; 19.994799; 145; 206.80; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 17; E; N; 5001.955100; 1959.687900; 50.032581; 19.994799; 149; 206.59; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 21; E; N; 5001.955100; 1959.687900; 50.032581; 19.994799; 156; 206.50; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 25; E; N; 5001.955100; 1959.687900; 50.032581; 19.994799; 159; 206.40; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 29; E; N; 5001.954600; 1959.687900; 50.032581; 19.994797; 150; 206.30; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 33; E; N; 5001.954600; 1959.687700; 50.032581; 19.994797; 148; 206.19; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 37; E; N; 5001.954600; 1959.687700; 50.032578; 19.994797; 149; 206.09; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 42; E; N; 5001.954600; 1959.687700; 50.032578; 19.994797; 149; 206.09; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 46; E; N; 5001.954600; 1959.687900; 50.032581; 19.994797; -1858; 206.00; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 50; E; N; 5001.954600; 1959.687900; 50.032581; 19.994799; -1858; 205.69; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 54; E; N; 5001.955100; 1959.688000; 50.032585; 19.994801; -1853; 205.59; 10; 0.00; 0.00
2024; 10; 13; 8; 56; 58; E; N; 5001.955100; 1959.688000; 50.032585; 19.994801; -1853; 205.50; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 2; E; N; 5001.955600; 1959.688100; 50.032589; 19.994801; -1853; 205.40; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 6; E; N; 5001.955100; 1959.688000; 50.032589; 19.994799; 116; 205.40; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 10; E; N; 5001.955100; 1959.687900; 50.032589; 19.994799; 97; 205.30; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 14; E; N; 5001.955100; 1959.687900; 50.032589; 19.994797; 99; 205.19; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 18; E; N; 5001.955600; 1959.687900; 50.032589; 19.994797; 94; 205.09; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 22; E; N; 5001.955600; 1959.687900; 50.032589; 19.994797; 97; 205.00; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 27; E; N; 5001.955600; 1959.687900; 50.032589; 19.994799; 98; 205.00; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 31; E; N; 5001.955600; 1959.687900; 50.032589; 19.994799; 98; 204.90; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 35; E; N; 5001.955600; 1959.687900; 50.032589; 19.994799; 98; 204.80; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 39; E; N; 5001.955600; 1959.687900; 50.032589; 19.994799; 97; 204.69; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 43; E; N; 5001.955600; 1959.687900; 50.032589; 19.994799; 98; 204.59; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 47; E; N; 5001.955600; 1959.688000; 50.032589; 19.994799; 97; 204.50; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 51; E; N; 5001.955600; 1959.688000; 50.032589; 19.994799; 96; 204.50; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 55; E; N; 5001.955600; 1959.688000; 50.032593; 19.994801; 98; 204.40; 10; 0.00; 0.00
2024; 10; 13; 8; 57; 59; E; N; 5001.955600; 1959.688000; 50.032589; 19.994801; 97; 204.30; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 3; E; N; 5001.955600; 1959.688000; 50.032589; 19.994801; 98; 204.09; 10; 0.00; 0.00
2024; 10; 13; 8; 58; 7; E; N; 5001.955600; 1959.688100; 50.032589; 19.994801; 98; 204.00; 10; 0.00; 0.00
